DeviceTag: ,FirmwareVersion: 3.0.0,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Sensor fusion Mode - Extended (Euler),StartTime: 2025-11-13 22:43:10.341,Â© Movella Technologies B.V. 2005-2025
4183641,0.9999,-0.0136,-0.0025,-0.0071,-0.0440,-0.1259,1.8960,0
4183808,0.9999,-0.0137,-0.0024,-0.0072,-0.0398,-0.1163,1.8935,0
4183974,0.9999,-0.0137,-0.0024,-0.0073,-0.0430,-0.1344,1.8914,0
4184141,0.9999,-0.0137,-0.0023,-0.0073,-0.0463,-0.1518,1.9412,0
4184308,0.9999,-0.0137,-0.0022,-0.0074,-0.0469,-0.1402,1.9160,0
4184474,0.9999,-0.0138,-0.0022,-0.0074,-0.0541,-0.1355,1.9416,0
4184641,0.9999,-0.0138,-0.0021,-0.0075,-0.0463,-0.1128,1.9151,0
4184808,0.9999,-0.0138,-0.0021,-0.0076,-0.0451,-0.1136,1.9149,0
4184975,0.9999,-0.0138,-0.0020,-0.0076,-0.0407,-0.1099,1.9174,0
4185141,0.9999,-0.0139,-0.0020,-0.0077,-0.0498,-0.1356,1.9117,0
4185308,0.9999,-0.0139,-0.0020,-0.0077,-0.0396,-0.1373,1.9438,0
4185475,0.9999,-0.0139,-0.0019,-0.0078,-0.0386,-0.1180,1.9008,0
4185641,0.9999,-0.0140,-0.0019,-0.0078,-0.0413,-0.1167,1.9165,0
4185808,0.9999,-0.0140,-0.0019,-0.0079,-0.0380,-0.1135,1.9298,0
4185975,0.9999,-0.0140,-0.0019,-0.0080,-0.0226,-0.1159,1.9229,0
4186141,0.9999,-0.0141,-0.0019,-0.0080,-0.0194,-0.1141,1.9217,0
4186308,0.9999,-0.0141,-0.0019,-0.0081,-0.0294,-0.1147,1.9075,0
4186475,0.9999,-0.0141,-0.0019,-0.0082,-0.0381,-0.1368,1.9090,0
4186641,0.9999,-0.0142,-0.0018,-0.0082,-0.0149,-0.1160,1.9152,0
4186808,0.9999,-0.0142,-0.0018,-0.0083,-0.0201,-0.1014,1.9051,0
4186975,0.9999,-0.0142,-0.0018,-0.0083,-0.0194,-0.1211,1.9064,0
4187141,0.9999,-0.0143,-0.0018,-0.0084,-0.0239,-0.1117,1.8982,0
4187308,0.9999,-0.0143,-0.0018,-0.0085,-0.0350,-0.1071,1.8983,0
4187475,0.9999,-0.0143,-0.0018,-0.0085,-0.0308,-0.0956,1.9098,0
4187641,0.9999,-0.0144,-0.0018,-0.0085,-0.0469,-0.0933,1.9083,0
4187808,0.9999,-0.0144,-0.0018,-0.0086,-0.0308,-0.1057,1.9076,0
4187975,0.9999,-0.0144,-0.0018,-0.0086,-0.0317,-0.1157,1.9056,0
4188141,0.9999,-0.0145,-0.0017,-0.0087,-0.0289,-0.1060,1.9151,0
4188308,0.9999,-0.0145,-0.0018,-0.0087,-0.0340,-0.1192,1.9025,0
4188475,0.9999,-0.0145,-0.0018,-0.0088,-0.0202,-0.1067,1.8875,0
4188641,0.9999,-0.0146,-0.0018,-0.0088,-0.0192,-0.1022,1.9141,0
4188808,0.9999,-0.0146,-0.0017,-0.0089,-0.0161,-0.0879,1.9159,0
4188975,0.9999,-0.0146,-0.0018,-0.0089,-0.0157,-0.0895,1.9023,0
4189141,0.9999,-0.0146,-0.0018,-0.0089,-0.0250,-0.0866,1.8933,0
4189308,0.9999,-0.0147,-0.0018,-0.0090,-0.0256,-0.0948,1.9036,0
4189475,0.9998,-0.0147,-0.0017,-0.0090,-0.0370,-0.0966,1.9209,0
4189641,0.9998,-0.0147,-0.0017,-0.0091,-0.0417,-0.1082,1.8987,0
4189808,0.9998,-0.0148,-0.0017,-0.0091,-0.0380,-0.1048,1.9204,0
4189975,0.9998,-0.0148,-0.0017,-0.0092,-0.0352,-0.0936,1.9154,0
4190141,0.9998,-0.0148,-0.0017,-0.0092,-0.0288,-0.0920,1.9085,0
4190308,0.9998,-0.0148,-0.0017,-0.0092,-0.0300,-0.0945,1.9156,0
4190475,0.9998,-0.0149,-0.0017,-0.0093,-0.0293,-0.0903,1.9139,0
4190641,0.9998,-0.0149,-0.0017,-0.0094,-0.0249,-0.0922,1.8827,0
4190808,0.9998,-0.0149,-0.0017,-0.0094,-0.0112,-0.0923,1.9108,0
4190975,0.9998,-0.0149,-0.0017,-0.0094,-0.0339,-0.1071,1.9305,0
4191141,0.9998,-0.0150,-0.0017,-0.0094,-0.0270,-0.0932,1.8869,0
4191308,0.9998,-0.0150,-0.0017,-0.0095,-0.0191,-0.0892,1.9038,0
4191475,0.9998,-0.0150,-0.0017,-0.0095,-0.0156,-0.0744,1.9079,0
4191641,0.9998,-0.0150,-0.0017,-0.0095,-0.0412,-0.0896,1.9063,0
4191808,0.9998,-0.0150,-0.0016,-0.0096,-0.0370,-0.0958,1.8977,0
4191975,0.9998,-0.0151,-0.0016,-0.0096,-0.0366,-0.0947,1.9305,0
4192141,0.9998,-0.0151,-0.0016,-0.0097,-0.0425,-0.0917,1.9134,0
4192308,0.9998,-0.0151,-0.0016,-0.0097,-0.0275,-0.0881,1.9063,0
4192475,0.9998,-0.0151,-0.0016,-0.0097,-0.0209,-0.0754,1.8929,0
4192641,0.9998,-0.0152,-0.0016,-0.0098,-0.0262,-0.0633,1.9075,0
4192808,0.9998,-0.0152,-0.0016,-0.0098,-0.0215,-0.0561,1.9036,0
4192975,0.9998,-0.0152,-0.0016,-0.0099,-0.0183,-0.0839,1.9027,0
4193141,0.9998,-0.0152,-0.0016,-0.0099,-0.0300,-0.0959,1.9002,0
4193308,0.9998,-0.0153,-0.0016,-0.0099,-0.0229,-0.1050,1.9246,0
4193475,0.9998,-0.0153,-0.0016,-0.0100,-0.0272,-0.1016,1.9274,0
4193641,0.9998,-0.0153,-0.0016,-0.0100,-0.0267,-0.0896,1.9040,0
4193808,0.9998,-0.0153,-0.0016,-0.0101,-0.0244,-0.0598,1.8883,0
4193975,0.9998,-0.0153,-0.0015,-0.0101,-0.0266,-0.0701,1.9046,0
4194141,0.9998,-0.0154,-0.0015,-0.0101,-0.0218,-0.0784,1.9163,0
4194308,0.9998,-0.0154,-0.0016,-0.0102,-0.0243,-0.0760,1.8945,0
4194475,0.9998,-0.0154,-0.0015,-0.0102,-0.0235,-0.0912,1.9165,0
4194641,0.9998,-0.0154,-0.0015,-0.0103,-0.0299,-0.0893,1.9042,0
4194808,0.9998,-0.0154,-0.0015,-0.0103,-0.0345,-0.0967,1.9075,0
4194975,0.9998,-0.0155,-0.0016,-0.0103,-0.0348,-0.0796,1.8918,0
4195141,0.9998,-0.0155,-0.0016,-0.0104,-0.0206,-0.0583,1.8943,0
4195308,0.9998,-0.0155,-0.0016,-0.0104,-0.0100,-0.0656,1.9130,0
4195475,0.9998,-0.0155,-0.0016,-0.0104,-0.0178,-0.0801,1.9043,0
4195641,0.9998,-0.0155,-0.0016,-0.0105,-0.0213,-0.0796,1.9251,0
4195808,0.9998,-0.0156,-0.0016,-0.0105,-0.0304,-0.0899,1.9006,0
4195975,0.9998,-0.0156,-0.0016,-0.0105,-0.0267,-0.0882,1.8951,0
4196141,0.9998,-0.0156,-0.0016,-0.0106,-0.0319,-0.0724,1.8893,0
4196308,0.9998,-0.0156,-0.0015,-0.0106,-0.0166,-0.0688,1.9157,0
4196475,0.9998,-0.0156,-0.0015,-0.0106,-0.0158,-0.0819,1.8993,0
4196641,0.9998,-0.0157,-0.0015,-0.0107,-0.0115,-0.0637,1.9114,0
4196808,0.9998,-0.0157,-0.0015,-0.0107,-0.0358,-0.0804,1.9090,0
4196975,0.9998,-0.0157,-0.0015,-0.0107,-0.0470,-0.0963,1.9317,0
4197141,0.9998,-0.0157,-0.0015,-0.0108,-0.0357,-0.0855,1.8480,0
4197308,0.9998,-0.0157,-0.0015,-0.0108,-0.0442,-0.0711,1.9394,0
4197475,0.9998,-0.0158,-0.0015,-0.0108,-0.0340,-0.0826,1.9219,0
4197641,0.9998,-0.0158,-0.0015,-0.0109,-0.0129,-0.0601,1.9082,0
4197808,0.9998,-0.0158,-0.0015,-0.0109,-0.0137,-0.0810,1.8967,0
4197975,0.9998,-0.0158,-0.0015,-0.0109,-0.0094,-0.0745,1.9104,0
4198141,0.9998,-0.0158,-0.0015,-0.0109,-0.0226,-0.0903,1.9109,0
4198308,0.9998,-0.0159,-0.0015,-0.0109,-0.0449,-0.0961,1.9106,0
4198475,0.9998,-0.0159,-0.0015,-0.0110,-0.0235,-0.0688,1.9185,0
4198641,0.9998,-0.0159,-0.0015,-0.0110,-0.0343,-0.0520,1.9276,0
4198808,0.9998,-0.0159,-0.0015,-0.0110,-0.0276,-0.0592,1.9223,0
4198975,0.9998,-0.0159,-0.0015,-0.0111,-0.0361,-0.0679,1.9210,0
4199141,0.9998,-0.0159,-0.0015,-0.0111,-0.0229,-0.0755,1.8933,0
4199308,0.9998,-0.0160,-0.0015,-0.0111,-0.0254,-0.0672,1.9082,0
4199475,0.9998,-0.0160,-0.0015,-0.0112,-0.0112,-0.0631,1.9208,0
4199641,0.9998,-0.0160,-0.0015,-0.0112,-0.0310,-0.0614,1.9150,0
4199808,0.9998,-0.0160,-0.0015,-0.0113,-0.0197,-0.0654,1.9201,0
4199975,0.9998,-0.0160,-0.0015,-0.0113,-0.0119,-0.0509,1.9104,0
4200141,0.9998,-0.0160,-0.0015,-0.0113,-0.0153,-0.0787,1.8937,0
4200308,0.9998,-0.0160,-0.0015,-0.0113,-0.0296,-0.0778,1.9058,0
4200475,0.9998,-0.0161,-0.0015,-0.0114,-0.0290,-0.0744,1.9125,0
4200641,0.9998,-0.0161,-0.0015,-0.0114,-0.0289,-0.0657,1.9050,0
4200808,0.9998,-0.0161,-0.0015,-0.0114,-0.0280,-0.0689,1.9210,0
4200975,0.9998,-0.0161,-0.0015,-0.0114,-0.0258,-0.0835,1.9228,0
4201141,0.9998,-0.0161,-0.0015,-0.0114,-0.0274,-0.0693,1.9128,0
4201308,0.9998,-0.0161,-0.0015,-0.0114,-0.0298,-0.0793,1.8987,0
4201475,0.9998,-0.0161,-0.0015,-0.0115,-0.0166,-0.0732,1.8837,0
4201642,0.9998,-0.0161,-0.0015,-0.0115,-0.0171,-0.0578,1.8982,0
4201808,0.9998,-0.0161,-0.0014,-0.0115,-0.0253,-0.0792,1.9052,0
4201975,0.9998,-0.0162,-0.0015,-0.0115,-0.0279,-0.0686,1.9076,0
4202142,0.9998,-0.0162,-0.0014,-0.0115,-0.0323,-0.0688,1.9283,0
4202308,0.9998,-0.0162,-0.0014,-0.0116,-0.0297,-0.0699,1.9217,0
4202475,0.9998,-0.0162,-0.0014,-0.0116,-0.0280,-0.0649,1.9151,0
4202642,0.9998,-0.0162,-0.0014,-0.0116,-0.0288,-0.0569,1.8978,0
4202808,0.9998,-0.0162,-0.0014,-0.0116,-0.0253,-0.0679,1.9124,0
4202975,0.9998,-0.0162,-0.0014,-0.0116,-0.0107,-0.0573,1.9105,0
4203142,0.9998,-0.0163,-0.0014,-0.0116,-0.0332,-0.0596,1.8987,0
4203308,0.9998,-0.0163,-0.0014,-0.0117,-0.0136,-0.0668,1.9056,0
4203475,0.9998,-0.0163,-0.0014,-0.0117,-0.0309,-0.0577,1.8940,0
4203642,0.9998,-0.0163,-0.0014,-0.0117,-0.0280,-0.0697,1.9014,0
4203808,0.9998,-0.0163,-0.0014,-0.0118,-0.0292,-0.0511,1.9184,0
4203975,0.9998,-0.0163,-0.0014,-0.0118,-0.0400,-0.0640,1.9027,0
4204142,0.9998,-0.0163,-0.0014,-0.0118,-0.0218,-0.0643,1.9081,0
4204308,0.9998,-0.0163,-0.0014,-0.0118,-0.0221,-0.0491,1.9228,0
4204475,0.9998,-0.0164,-0.0014,-0.0118,-0.0147,-0.0478,1.9221,0
4204642,0.9998,-0.0164,-0.0014,-0.0119,-0.0231,-0.0537,1.9007,0
4204808,0.9998,-0.0164,-0.0014,-0.0118,-0.0286,-0.0774,1.8935,0
4204975,0.9998,-0.0164,-0.0014,-0.0118,-0.0273,-0.0650,1.8794,0
4205142,0.9998,-0.0164,-0.0014,-0.0118,-0.0238,-0.0581,1.8939,0
4205308,0.9998,-0.0164,-0.0014,-0.0119,-0.0164,-0.0545,1.9156,0
4205475,0.9998,-0.0164,-0.0014,-0.0119,-0.0276,-0.0632,1.9233,0
4205642,0.9998,-0.0164,-0.0014,-0.0119,-0.0249,-0.0519,1.9312,0
4205808,0.9998,-0.0164,-0.0014,-0.0119,-0.0355,-0.0626,1.9099,0
4205975,0.9998,-0.0164,-0.0014,-0.0119,-0.0244,-0.0506,1.9082,0
4206142,0.9998,-0.0164,-0.0014,-0.0120,-0.0287,-0.0671,1.9157,0
4206308,0.9998,-0.0164,-0.0014,-0.0120,-0.0214,-0.0771,1.9259,0
4206475,0.9998,-0.0165,-0.0014,-0.0120,-0.0241,-0.0770,1.9194,0
4206642,0.9998,-0.0165,-0.0014,-0.0120,-0.0244,-0.0545,1.8862,0
4206808,0.9998,-0.0165,-0.0014,-0.0120,-0.0221,-0.0683,1.9061,0
4206975,0.9998,-0.0165,-0.0014,-0.0120,-0.0119,-0.0478,1.8945,0
4207142,0.9998,-0.0165,-0.0014,-0.0120,-0.0338,-0.0551,1.9089,0
4207308,0.9998,-0.0165,-0.0014,-0.0120,-0.0141,-0.0626,1.9010,0
4207475,0.9998,-0.0165,-0.0014,-0.0120,-0.0228,-0.0472,1.9039,0
4207642,0.9998,-0.0165,-0.0014,-0.0120,-0.0284,-0.0545,1.9117,0
4207808,0.9998,-0.0166,-0.0014,-0.0120,-0.0198,-0.0649,1.9003,0
4207975,0.9998,-0.0166,-0.0014,-0.0121,-0.0351,-0.0424,1.9085,0
4208142,0.9998,-0.0166,-0.0014,-0.0121,-0.0326,-0.0500,1.9195,0
4208308,0.9998,-0.0166,-0.0014,-0.0121,-0.0239,-0.0446,1.9025,0
4208475,0.9998,-0.0166,-0.0014,-0.0121,-0.0213,-0.0532,1.8999,0
4208642,0.9998,-0.0166,-0.0014,-0.0121,-0.0157,-0.0505,1.9233,0
4208808,0.9998,-0.0166,-0.0014,-0.0121,-0.0247,-0.0572,1.8970,0
4208975,0.9998,-0.0166,-0.0014,-0.0122,-0.0257,-0.0669,1.8974,0
4209142,0.9998,-0.0166,-0.0014,-0.0122,-0.0259,-0.0465,1.9147,0
4209308,0.9998,-0.0166,-0.0014,-0.0122,-0.0247,-0.0555,1.9185,0
4209475,0.9998,-0.0166,-0.0014,-0.0123,-0.0103,-0.0482,1.9176,0
4209642,0.9998,-0.0166,-0.0014,-0.0123,-0.0330,-0.0416,1.9010,0
4209808,0.9998,-0.0166,-0.0014,-0.0123,-0.0281,-0.0508,1.9080,0
4209975,0.9998,-0.0166,-0.0014,-0.0123,-0.0381,-0.0595,1.9070,0
4210142,0.9998,-0.0167,-0.0014,-0.0123,-0.0328,-0.0559,1.9115,0
4210308,0.9998,-0.0167,-0.0014,-0.0123,-0.0249,-0.0468,1.9042,0
4210475,0.9998,-0.0167,-0.0014,-0.0124,-0.0278,-0.0529,1.9115,0
4210642,0.9998,-0.0167,-0.0014,-0.0124,-0.0297,-0.0625,1.9085,0
4210808,0.9998,-0.0167,-0.0014,-0.0124,-0.0342,-0.0452,1.9090,0
4210975,0.9998,-0.0167,-0.0014,-0.0124,-0.0384,-0.0466,1.9101,0
4211142,0.9998,-0.0167,-0.0014,-0.0125,-0.0132,-0.0419,1.9101,0
4211308,0.9998,-0.0167,-0.0014,-0.0125,-0.0185,-0.0466,1.9098,0
4211475,0.9998,-0.0167,-0.0014,-0.0125,-0.0177,-0.0347,1.9109,0
4211642,0.9998,-0.0167,-0.0014,-0.0125,-0.0285,-0.0663,1.9113,0
4211808,0.9998,-0.0167,-0.0014,-0.0125,-0.0239,-0.0498,1.9079,0
4211975,0.9998,-0.0167,-0.0014,-0.0125,-0.0295,-0.0592,1.9161,0
4212142,0.9998,-0.0168,-0.0014,-0.0125,-0.0330,-0.0475,1.9126,0
4212308,0.9998,-0.0168,-0.0014,-0.0125,-0.0264,-0.0585,1.9130,0
4212475,0.9998,-0.0168,-0.0014,-0.0126,-0.0277,-0.0500,1.9070,0
4212642,0.9998,-0.0168,-0.0014,-0.0126,-0.0140,-0.0317,1.9141,0
4212808,0.9998,-0.0168,-0.0014,-0.0126,-0.0190,-0.0554,1.9014,0
4212975,0.9998,-0.0168,-0.0014,-0.0126,-0.0371,-0.0400,1.9326,0
4213142,0.9998,-0.0168,-0.0014,-0.0126,-0.0031,-0.0483,1.9159,0
4213308,0.9998,-0.0168,-0.0014,-0.0126,-0.0163,-0.0429,1.9149,0
4213475,0.9998,-0.0168,-0.0014,-0.0126,-0.0314,-0.0418,1.8992,0
4213642,0.9998,-0.0168,-0.0014,-0.0126,-0.0392,-0.0585,1.8811,0
4213808,0.9998,-0.0168,-0.0014,-0.0126,-0.0256,-0.0592,1.9014,0
4213975,0.9997,-0.0225,-0.0001,-0.0054,0.0189,0.0874,1.8826,0
4214142,0.9997,-0.0225,-0.0001,-0.0054,0.0116,0.0825,1.9064,0
4214308,0.9997,-0.0225,-0.0001,-0.0055,0.0163,0.0752,1.8832,0
4214475,0.9997,-0.0225,-0.0001,-0.0055,0.0228,0.0816,1.9133,0
4214642,0.9997,-0.0225,-0.0001,-0.0055,0.0107,0.0727,1.9073,0
4214808,0.9997,-0.0225,-0.0001,-0.0055,0.0186,0.0830,1.9099,0
4214975,0.9997,-0.0224,-0.0001,-0.0055,0.0131,0.0801,1.9157,0
4215142,0.9997,-0.0224,-0.0001,-0.0055,-0.0075,0.0973,1.9135,0
4215308,0.9997,-0.0224,-0.0001,-0.0055,0.0079,0.0874,1.9063,0
4215475,0.9997,-0.0225,-0.0001,-0.0055,0.0067,0.0852,1.9008,0
4215642,0.9997,-0.0225,-0.0001,-0.0055,-0.0019,0.0779,1.9145,0
4215808,0.9997,-0.0225,-0.0001,-0.0055,0.0105,0.0899,1.8989,0
4215975,0.9997,-0.0225,-0.0001,-0.0056,0.0143,0.0823,1.9069,0
4216142,0.8554,-0.0191,-0.0118,0.5175,-0.0733,0.0470,1.8896,0
4216308,0.8554,-0.0191,-0.0118,0.5174,-0.0646,0.0531,1.9144,0
4216475,0.8554,-0.0191,-0.0118,0.5174,-0.0651,0.0517,1.8975,0
4216642,0.8554,-0.0191,-0.0118,0.5174,-0.0657,0.0521,1.9048,0
4216808,0.8554,-0.0191,-0.0118,0.5174,-0.0732,0.0463,1.9070,0
4216975,0.8554,-0.0191,-0.0118,0.5174,-0.0755,0.0349,1.9253,0
4217142,0.8555,-0.0191,-0.0118,0.5174,-0.0748,0.0342,1.9086,0
4217308,0.8555,-0.0191,-0.0118,0.5174,-0.0673,0.0465,1.9148,0
4217475,0.8555,-0.0191,-0.0118,0.5174,-0.0795,0.0413,1.9142,0
4217642,0.8555,-0.0191,-0.0118,0.5174,-0.0823,0.0358,1.8920,0
4217808,0.8555,-0.0191,-0.0118,0.5174,-0.0652,0.0585,1.9135,0
4217975
4218142
