DeviceTag: Movella DOT,FirmwareVersion: 3.0.0,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Sensor fusion Mode - Complete (Quaternion),StartTime: 2025-12-02 14:33:20.555,Â© Movella Technologies B.V. 2005-2025
208152,0.9688,0.0015,-0.0008,0.2478,0.0057,0.0007,0.2327
208319,0.9688,0.0015,-0.0009,0.2477,0.0129,-0.0037,0.2483
208486,0.9688,0.0015,-0.0009,0.2478,0.0022,-0.0051,0.2493
208652,1.0000,0.0013,-0.0012,0.0000,-0.0053,0.0118,0.2654
208819,1.0000,0.0013,-0.0012,0.0000,0.0039,-0.0033,0.2355
208986,1.0000,0.0013,-0.0012,-0.0000,0.0010,-0.0184,0.2598
209152,1.0000,0.0013,-0.0012,0.0000,0.0087,-0.0140,0.2647
209319,1.0000,0.0013,-0.0012,-0.0000,-0.0095,-0.0010,0.2375
209486,1.0000,0.0013,-0.0012,0.0000,0.0058,-0.0090,0.2591
209652,1.0000,0.0013,-0.0012,-0.0000,0.0051,-0.0271,0.2454
209819,1.0000,0.0013,-0.0012,-0.0000,0.0064,0.0033,0.2630
209986,1.0000,0.0013,-0.0012,-0.0000,-0.0069,-0.0122,0.2385
210152,1.0000,0.0013,-0.0012,-0.0000,-0.0066,-0.0074,0.2453
210319,1.0000,0.0013,-0.0012,-0.0000,-0.0088,-0.0106,0.2512
210486,1.0000,0.0013,-0.0012,-0.0000,0.0050,-0.0065,0.2375
210652,1.0000,0.0013,-0.0012,-0.0000,0.0150,0.0022,0.2338
210819,1.0000,0.0013,-0.0012,-0.0000,0.0042,-0.0008,0.2492
210986,1.0000,0.0013,-0.0012,-0.0000,0.0014,-0.0021,0.2562
211152,1.0000,0.0013,-0.0012,-0.0000,-0.0058,-0.0122,0.2472
211319,1.0000,0.0013,-0.0012,-0.0000,-0.0043,-0.0078,0.2359
211486,1.0000,0.0013,-0.0013,-0.0000,-0.0024,-0.0225,0.2455
211652,1.0000,0.0013,-0.0013,0.0000,-0.0029,0.0046,0.2615
211819,1.0000,0.0013,-0.0013,0.0000,0.0126,-0.0057,0.2483
211986,1.0000,0.0013,-0.0013,0.0000,0.0095,-0.0010,0.2403
212152,1.0000,0.0013,-0.0013,0.0000,-0.0012,-0.0056,0.2246
212319,1.0000,0.0013,-0.0013,0.0000,-0.0012,0.0028,0.2471
212486,1.0000,0.0013,-0.0013,0.0000,-0.0156,0.0001,0.2423
212652,1.0000,0.0013,-0.0013,0.0000,-0.0063,0.0063,0.2412
212819,1.0000,0.0013,-0.0013,0.0000,-0.0200,0.0015,0.2554
212986,1.0000,0.0013,-0.0013,0.0000,0.0062,-0.0094,0.2462
213152,1.0000,0.0013,-0.0013,0.0000,0.0086,-0.0014,0.2492
213319,1.0000,0.0013,-0.0013,0.0000,-0.0055,-0.0253,0.2448
213486,1.0000,0.0013,-0.0013,0.0000,0.0199,-0.0018,0.2317
213652,1.0000,0.0013,-0.0013,0.0000,-0.0042,-0.0121,0.2347
213819,1.0000,0.0013,-0.0013,0.0000,-0.0151,-0.0114,0.2325
213986,1.0000,0.0013,-0.0013,0.0000,0.0021,-0.0020,0.2444
214152,1.0000,0.0013,-0.0013,0.0000,0.0074,-0.0045,0.2497
214319,1.0000,0.0013,-0.0013,0.0000,0.0020,-0.0192,0.2534
214486,1.0000,0.0013,-0.0013,0.0000,-0.0061,-0.0043,0.2597
214652,1.0000,0.0013,-0.0013,0.0000,-0.0075,-0.0093,0.2466
214819,1.0000,0.0013,-0.0013,0.0001,0.0003,-0.0134,0.2346
214986,1.0000,0.0013,-0.0013,0.0001,-0.0080,-0.0023,0.2576
215152,1.0000,0.0013,-0.0013,0.0001,0.0018,-0.0189,0.2541
215319,1.0000,0.0013,-0.0013,0.0001,-0.0077,-0.0136,0.2287
215486,1.0000,0.0013,-0.0013,0.0001,0.0057,-0.0142,0.2464
215652,1.0000,0.0013,-0.0013,0.0001,-0.0050,-0.0096,0.2532
215819,1.0000,0.0013,-0.0013,0.0001,-0.0090,-0.0046,0.2420
215986,1.0000,0.0013,-0.0013,0.0001,-0.0010,-0.0012,0.2223
216152,1.0000,0.0013,-0.0013,0.0001,0.0125,0.0089,0.2330
216319,1.0000,0.0013,-0.0013,0.0001,0.0041,0.0101,0.2642
216486,1.0000,0.0013,-0.0013,0.0001,0.0064,-0.0169,0.2460
216652,1.0000,0.0013,-0.0013,0.0001,-0.0004,-0.0116,0.2407
216819,1.0000,0.0013,-0.0013,0.0001,0.0029,-0.0041,0.2533
216986,1.0000,0.0013,-0.0013,0.0001,-0.0009,-0.0086,0.2473
217152,1.0000,0.0013,-0.0013,0.0001,-0.0179,0.0160,0.2386
217319,1.0000,0.0013,-0.0013,0.0001,-0.0113,-0.0120,0.2544
217486,1.0000,0.0013,-0.0013,0.0001,-0.0083,-0.0071,0.2272
217652,1.0000,0.0013,-0.0013,0.0001,-0.0079,-0.0083,0.2475
217819,1.0000,0.0013,-0.0013,0.0001,-0.0173,-0.0024,0.2377
217986,1.0000,0.0013,-0.0013,0.0001,0.0003,-0.0007,0.2284
218152,1.0000,0.0013,-0.0013,0.0001,0.0142,-0.0004,0.2707
218319,1.0000,0.0013,-0.0012,0.0001,-0.0056,-0.0077,0.2431
218486,1.0000,0.0013,-0.0012,0.0001,-0.0046,-0.0087,0.2307
218652,1.0000,0.0013,-0.0012,0.0001,-0.0066,-0.0112,0.2334
218819,1.0000,0.0013,-0.0012,0.0001,0.0047,-0.0063,0.2723
218986,1.0000,0.0013,-0.0012,0.0001,-0.0047,-0.0067,0.2308
219152,1.0000,0.0013,-0.0012,0.0001,0.0054,0.0008,0.2432
219319,1.0000,0.0013,-0.0012,0.0001,0.0022,0.0203,0.2454
219486,1.0000,0.0013,-0.0012,0.0001,-0.0022,0.0055,0.2368
219652,1.0000,0.0013,-0.0012,0.0001,-0.0018,-0.0003,0.2401
219819,1.0000,0.0013,-0.0012,0.0001,-0.0068,-0.0074,0.2505
219986,1.0000,0.0013,-0.0012,0.0001,-0.0131,0.0018,0.2511
220153,1.0000,0.0013,-0.0012,0.0001,-0.0022,0.0091,0.2497
220319,1.0000,0.0013,-0.0012,0.0001,0.0082,-0.0072,0.2267
220486,1.0000,0.0013,-0.0012,0.0001,-0.0012,0.0025,0.2549
220653,1.0000,0.0013,-0.0012,0.0001,-0.0075,-0.0039,0.2642
220819,1.0000,0.0013,-0.0012,0.0001,-0.0010,-0.0092,0.2402
220986,1.0000,0.0013,-0.0012,0.0001,0.0015,-0.0252,0.2353
221153,1.0000,0.0013,-0.0012,0.0001,0.0028,0.0004,0.2432
221319,1.0000,0.0013,-0.0012,0.0001,0.0058,-0.0067,0.2511
221486,1.0000,0.0013,-0.0012,0.0001,-0.0051,-0.0072,0.2379
221653,1.0000,0.0013,-0.0012,0.0001,-0.0054,-0.0133,0.2430
221819,1.0000,0.0013,-0.0012,0.0001,0.0019,-0.0140,0.2713
221986,1.0000,0.0013,-0.0012,0.0001,-0.0098,-0.0083,0.2483
222153,1.0000,0.0012,-0.0012,0.0001,0.0062,-0.0039,0.2490
222319,1.0000,0.0012,-0.0012,0.0001,0.0135,-0.0042,0.2417
222486,1.0000,0.0012,-0.0012,0.0001,0.0073,0.0011,0.2474
222653,1.0000,0.0012,-0.0012,0.0001,0.0001,-0.0046,0.2434
222819,1.0000,0.0012,-0.0012,0.0001,0.0045,-0.0074,0.2290
222986,1.0000,0.0012,-0.0012,0.0001,0.0073,-0.0060,0.2314
223153,1.0000,0.0012,-0.0012,0.0001,-0.0036,0.0125,0.2702
223319,1.0000,0.0012,-0.0012,0.0001,0.0065,-0.0045,0.2407
223486,1.0000,0.0012,-0.0012,0.0001,0.0137,-0.0053,0.2275
223653,1.0000,0.0013,-0.0012,0.0001,0.0064,-0.0026,0.2486
223819,1.0000,0.0013,-0.0012,0.0001,0.0112,0.0050,0.2470
223986,1.0000,0.0013,-0.0012,0.0001,-0.0084,0.0074,0.2462
224153,1.0000,0.0013,-0.0012,0.0001,-0.0099,0.0007,0.2295
224319,1.0000,0.0013,-0.0012,0.0001,-0.0016,-0.0106,0.2597
224486,1.0000,0.0013,-0.0012,0.0001,-0.0148,-0.0013,0.2517
224653,1.0000,0.0013,-0.0012,0.0001,-0.0065,0.0023,0.2573
224819,1.0000,0.0013,-0.0012,0.0001,-0.0168,0.0002,0.2644
224986,1.0000,0.0012,-0.0012,0.0001,-0.0033,-0.0005,0.2327
225153,1.0000,0.0013,-0.0012,0.0001,-0.0013,0.0078,0.2352
225319,1.0000,0.0012,-0.0012,0.0001,0.0006,0.0009,0.2293
225486,1.0000,0.0012,-0.0012,0.0001,-0.0020,-0.0087,0.2469
225653,1.0000,0.0012,-0.0012,0.0002,-0.0007,-0.0072,0.2246
225819,1.0000,0.0012,-0.0013,0.0002,-0.0082,-0.0058,0.2349
225986,1.0000,0.0012,-0.0013,0.0002,0.0064,-0.0010,0.2502
226153,1.0000,0.0012,-0.0012,0.0001,0.0005,-0.0038,0.2343
226319,1.0000,0.0012,-0.0013,0.0001,0.0049,-0.0095,0.2616
226486,1.0000,0.0012,-0.0013,0.0002,-0.0000,-0.0049,0.2516
226653,1.0000,0.0012,-0.0013,0.0001,-0.0019,-0.0083,0.2498
226819,1.0000,0.0013,-0.0013,0.0002,-0.0026,-0.0100,0.2494
226986,1.0000,0.0013,-0.0013,0.0001,0.0062,-0.0138,0.2360
227153,1.0000,0.0013,-0.0013,0.0002,-0.0118,-0.0067,0.2423
227319,1.0000,0.0013,-0.0013,0.0002,-0.0065,-0.0009,0.2690
227486,1.0000,0.0012,-0.0013,0.0002,0.0159,-0.0118,0.2570
227653,1.0000,0.0012,-0.0013,0.0002,-0.0060,0.0043,0.2385
227819,1.0000,0.0012,-0.0013,0.0002,-0.0037,-0.0022,0.2548
227986,1.0000,0.0013,-0.0013,0.0002,-0.0052,0.0044,0.2496
228153,1.0000,0.0013,-0.0013,0.0002,-0.0097,0.0073,0.2401
228319,1.0000,0.0013,-0.0012,0.0002,-0.0001,0.0032,0.2495
228486,1.0000,0.0013,-0.0012,0.0002,-0.0019,-0.0057,0.2738
228653,1.0000,0.0012,-0.0012,0.0002,-0.0061,0.0006,0.2488
228819,1.0000,0.0012,-0.0012,0.0002,-0.0011,0.0049,0.2315
228986,1.0000,0.0012,-0.0012,0.0002,0.0085,0.0014,0.2333
229153,1.0000,0.0012,-0.0012,0.0002,0.0099,-0.0095,0.2346
229319,1.0000,0.0012,-0.0012,0.0002,-0.0000,-0.0090,0.2473
229486,1.0000,0.0012,-0.0013,0.0002,-0.0056,-0.0185,0.2262
229653,1.0000,0.0012,-0.0013,0.0002,0.0158,-0.0097,0.2462
229819,1.0000,0.0012,-0.0013,0.0002,0.0081,-0.0118,0.2375
229986,1.0000,0.0012,-0.0013,0.0002,0.0166,0.0003,0.2331
230153,1.0000,0.0012,-0.0013,0.0002,-0.0131,0.0007,0.2501
230319,1.0000,0.0012,-0.0013,0.0002,-0.0076,-0.0129,0.2490
230486,1.0000,0.0012,-0.0013,0.0002,0.0013,0.0004,0.2560
230653,1.0000,0.0012,-0.0013,0.0002,-0.0043,-0.0099,0.2241
230819,1.0000,0.0012,-0.0013,0.0002,0.0002,-0.0109,0.2444
230986,1.0000,0.0012,-0.0013,0.0002,0.0152,-0.0043,0.2341
231153,1.0000,0.0012,-0.0013,0.0002,0.0032,-0.0019,0.2566
231319,1.0000,0.0012,-0.0013,0.0002,-0.0002,0.0023,0.2639
231486,1.0000,0.0012,-0.0013,0.0002,0.0036,-0.0053,0.2619
231653,1.0000,0.0012,-0.0013,0.0002,0.0019,0.0032,0.2298
231819,1.0000,0.0012,-0.0013,0.0002,-0.0053,-0.0048,0.2320
231986,1.0000,0.0012,-0.0013,0.0002,-0.0048,-0.0004,0.2474
232153,1.0000,0.0012,-0.0013,0.0002,-0.0013,0.0125,0.2395
232319,1.0000,0.0012,-0.0013,0.0002,-0.0073,-0.0188,0.2608
232486,1.0000,0.0012,-0.0013,0.0001,0.0033,-0.0150,0.2390
232653,1.0000,0.0012,-0.0013,0.0001,0.0217,-0.0073,0.2459
232819,1.0000,0.0012,-0.0013,0.0001,0.0117,-0.0127,0.2426
232986,1.0000,0.0012,-0.0013,0.0001,-0.0045,-0.0071,0.2577
233153,1.0000,0.0011,-0.0013,0.0002,-0.0145,-0.0116,0.2416
233319,1.0000,0.0011,-0.0013,0.0002,-0.0047,0.0130,0.2494
233486,1.0000,0.0011,-0.0013,0.0002,-0.0108,-0.0006,0.2438
233653,1.0000,0.0011,-0.0013,0.0002,0.0052,-0.0038,0.2371
233819,1.0000,0.0011,-0.0013,0.0001,-0.0077,-0.0002,0.2423
233986,1.0000,0.0011,-0.0014,0.0001,-0.0131,-0.0015,0.2686
234153,1.0000,0.0011,-0.0014,0.0001,-0.0028,-0.0033,0.2560
234319,1.0000,0.0011,-0.0014,0.0001,0.0008,-0.0033,0.2405
234486,1.0000,0.0011,-0.0014,0.0001,-0.0045,0.0084,0.2409
234653,1.0000,0.0011,-0.0014,0.0002,-0.0010,-0.0010,0.2553
234819,1.0000,0.0011,-0.0014,0.0002,-0.0084,-0.0046,0.2448
234986,1.0000,0.0011,-0.0014,0.0002,-0.0189,0.0162,0.2329
235153,1.0000,0.0011,-0.0014,0.0001,-0.0171,-0.0038,0.2586
235319,1.0000,0.0011,-0.0014,0.0001,-0.0128,-0.0066,0.2534
235486,1.0000,0.0011,-0.0014,0.0001,-0.0103,0.0140,0.2348
235653,1.0000,0.0011,-0.0014,0.0001,-0.0095,-0.0085,0.2389
235819,1.0000,0.0011,-0.0014,0.0001,-0.0011,-0.0110,0.2546
235986,1.0000,0.0011,-0.0014,0.0001,-0.0108,-0.0099,0.2285
236153,1.0000,0.0011,-0.0014,0.0001,-0.0037,-0.0073,0.2355
236319,1.0000,0.0011,-0.0014,0.0001,-0.0110,-0.0027,0.2552
236486,1.0000,0.0011,-0.0014,0.0001,-0.0044,0.0113,0.2405
236653,1.0000,0.0011,-0.0014,0.0001,-0.0038,0.0202,0.2355
236820,1.0000,0.0011,-0.0014,0.0001,-0.0142,-0.0009,0.2556
236986,1.0000,0.0011,-0.0014,0.0001,-0.0028,0.0197,0.2252
237153,1.0000,0.0011,-0.0014,0.0001,-0.0067,-0.0002,0.2601
237320,1.0000,0.0011,-0.0014,0.0001,-0.0106,0.0034,0.2715
237486,1.0000,0.0011,-0.0014,0.0001,0.0043,0.0137,0.2349
237653,1.0000,0.0011,-0.0014,0.0001,-0.0084,0.0035,0.2250
237820,1.0000,0.0011,-0.0014,0.0001,-0.0009,0.0172,0.2718
237986,1.0000,0.0011,-0.0014,0.0001,-0.0008,-0.0031,0.2466
238153,1.0000,0.0011,-0.0014,0.0001,-0.0158,0.0028,0.2328
238320,1.0000,0.0013,-0.0013,0.0002,-0.0173,-0.0018,0.2667
238486,1.0000,0.0013,-0.0014,0.0001,-0.0047,-0.0146,0.2454
238653,1.0000,0.0013,-0.0013,0.0002,0.0024,-0.0117,0.2435
238820,1.0000,0.0013,-0.0013,0.0002,0.0015,-0.0037,0.2427
238986,1.0000,0.0013,-0.0013,0.0002,0.0047,-0.0045,0.2707
239153,1.0000,0.0013,-0.0013,0.0002,-0.0103,0.0036,0.2456
239320,1.0000,0.0013,-0.0014,0.0001,-0.0110,0.0167,0.2246
239486,1.0000,0.0013,-0.0014,0.0002,-0.0057,0.0004,0.2648
239653,1.0000,0.0013,-0.0014,0.0002,-0.0012,-0.0004,0.2280
239820,1.0000,0.0013,-0.0014,0.0002,-0.0137,0.0060,0.2351
239986,1.0000,0.0013,-0.0014,0.0002,-0.0157,-0.0094,0.2709
240153,1.0000,0.0013,-0.0014,0.0001,-0.0216,-0.0013,0.2490
240320,1.0000,0.0013,-0.0014,0.0001,-0.0083,-0.0073,0.2485
240486,1.0000,0.0013,-0.0014,0.0001,-0.0063,0.0156,0.2418
240653,1.0000,0.0013,-0.0014,0.0002,0.0088,0.0058,0.2510
240820,1.0000,0.0013,-0.0014,0.0002,-0.0113,0.0037,0.2422
240986,1.0000,0.0013,-0.0014,0.0002,-0.0057,-0.0091,0.2251
241153,1.0000,0.0013,-0.0014,0.0002,-0.0172,0.0001,0.2454
241320,1.0000,0.0013,-0.0014,0.0002,0.0041,0.0112,0.2718
241486,1.0000,0.0013,-0.0014,0.0002,-0.0184,-0.0168,0.2494
241653,1.0000,0.0013,-0.0014,0.0002,0.0033,-0.0068,0.2608
241820,1.0000,0.0013,-0.0014,0.0002,-0.0149,-0.0065,0.2693
241986,1.0000,0.0013,-0.0014,0.0002,-0.0035,-0.0152,0.2235
242153,1.0000,0.0013,-0.0014,0.0002,-0.0086,-0.0047,0.2391
242320,1.0000,0.0013,-0.0014,0.0002,-0.0040,0.0103,0.2446
242486,1.0000,0.0013,-0.0014,0.0002,-0.0149,-0.0045,0.2413
242653,1.0000,0.0013,-0.0014,0.0002,-0.0081,-0.0073,0.2308
242820,1.0000,0.0013,-0.0014,0.0002,0.0003,-0.0114,0.2209
242986,1.0000,0.0013,-0.0014,0.0002,0.0052,-0.0094,0.2494
243153,1.0000,0.0013,-0.0014,0.0002,-0.0040,-0.0084,0.2358
243320,1.0000,0.0013,-0.0014,0.0002,-0.0119,0.0101,0.2404
243486,1.0000,0.0013,-0.0014,0.0002,-0.0018,0.0004,0.2465
243653,1.0000,0.0013,-0.0014,0.0002,-0.0030,-0.0046,0.2246
243820,1.0000,0.0013,-0.0014,0.0002,-0.0020,-0.0008,0.2452
243986,1.0000,0.0013,-0.0014,0.0002,-0.0081,0.0021,0.2321
244153,1.0000,0.0013,-0.0014,0.0002,-0.0099,0.0097,0.2370
244320,1.0000,0.0013,-0.0014,0.0002,-0.0045,0.0012,0.2445
244486,1.0000,0.0013,-0.0014,0.0002,-0.0010,0.0014,0.2607
244653,1.0000,0.0013,-0.0014,0.0002,-0.0070,0.0049,0.2506
244820,1.0000,0.0013,-0.0014,0.0002,-0.0085,0.0015,0.2407
244986,1.0000,0.0013,-0.0014,0.0002,-0.0022,0.0026,0.2403
245153,1.0000,0.0013,-0.0014,0.0002,0.0030,0.0006,0.2284
245320,1.0000,0.0013,-0.0014,0.0002,0.0019,0.0015,0.2429
245486,1.0000,0.0013,-0.0014,0.0002,0.0009,-0.0042,0.2379
245653,1.0000,0.0013,-0.0014,0.0002,-0.0104,-0.0033,0.2437
245820,1.0000,0.0013,-0.0014,0.0002,-0.0025,-0.0019,0.2570
245986,1.0000,0.0013,-0.0014,0.0002,-0.0053,-0.0030,0.2503
246153,1.0000,0.0013,-0.0014,0.0002,0.0021,-0.0239,0.2477
246320,1.0000,0.0013,-0.0014,0.0002,-0.0025,-0.0050,0.2288
246486,1.0000,0.0013,-0.0014,0.0002,0.0064,-0.0042,0.2708
246653,1.0000,0.0013,-0.0014,0.0002,-0.0084,-0.0177,0.2512
246820,1.0000,0.0013,-0.0014,0.0002,-0.0003,0.0125,0.2229
246986,1.0000,0.0013,-0.0014,0.0002,-0.0127,0.0011,0.2269
247153,1.0000,0.0012,-0.0014,0.0002,-0.0003,-0.0041,0.2420
247320,1.0000,0.0012,-0.0014,0.0002,0.0058,0.0000,0.2533
247486,1.0000,0.0012,-0.0014,0.0002,-0.0022,-0.0055,0.2162
247653,1.0000,0.0012,-0.0014,0.0002,-0.0166,-0.0019,0.2385
247820,1.0000,0.0012,-0.0014,0.0002,0.0199,0.0049,0.2282
247986,1.0000,0.0012,-0.0014,0.0002,-0.0148,-0.0114,0.2463
248153,1.0000,0.0012,-0.0014,0.0002,-0.0214,0.0024,0.2391
248320,1.0000,0.0012,-0.0014,0.0002,-0.0062,-0.0160,0.2561
248486,1.0000,0.0012,-0.0014,0.0002,-0.0081,-0.0060,0.2408
248653,1.0000,0.0012,-0.0014,0.0002,-0.0003,-0.0004,0.2547
248820,1.0000,0.0012,-0.0014,0.0002,0.0030,-0.0099,0.2295
248986,1.0000,0.0012,-0.0014,0.0002,-0.0047,0.0010,0.2209
249153,1.0000,0.0012,-0.0014,0.0002,0.0044,-0.0088,0.2364
249320,1.0000,0.0012,-0.0014,0.0002,-0.0009,0.0009,0.2261
249486,1.0000,0.0013,-0.0014,0.0002,-0.0032,0.0037,0.2532
249653,1.0000,0.0012,-0.0014,0.0002,-0.0071,0.0034,0.2454
249820,1.0000,0.0012,-0.0014,0.0002,0.0030,-0.0137,0.2394
249986,1.0000,0.0012,-0.0014,0.0002,-0.0021,-0.0038,0.2293
250153,1.0000,0.0012,-0.0014,0.0002,-0.0007,0.0068,0.2392
250320,1.0000,0.0012,-0.0014,0.0002,-0.0020,0.0026,0.2628
250486,1.0000,0.0012,-0.0014,0.0002,-0.0108,-0.0033,0.2544
250653,1.0000,0.0012,-0.0014,0.0002,0.0020,0.0033,0.2417
250820,1.0000,0.0012,-0.0014,0.0002,-0.0079,-0.0058,0.2333
250986,1.0000,0.0012,-0.0014,0.0002,-0.0063,0.0019,0.2151
251153,1.0000,0.0012,-0.0014,0.0002,0.0045,0.0051,0.2419
251320,1.0000,0.0012,-0.0014,0.0002,-0.0052,-0.0072,0.2397
251486,1.0000,0.0012,-0.0014,0.0002,-0.0082,0.0027,0.2412
251653,1.0000,0.0012,-0.0014,0.0002,0.0114,-0.0038,0.2402
251820,1.0000,0.0012,-0.0014,0.0002,-0.0001,-0.0062,0.2474
251986,1.0000,0.0012,-0.0014,0.0002,-0.0045,-0.0057,0.2438
252153,1.0000,0.0012,-0.0014,0.0002,-0.0165,0.0097,0.2484
252320,1.0000,0.0012,-0.0014,0.0002,-0.0033,0.0009,0.2347
252486,1.0000,0.0012,-0.0014,0.0002,-0.0169,0.0053,0.2480
252653,1.0000,0.0012,-0.0014,0.0002,-0.0061,0.0092,0.2415
252820,1.0000,0.0012,-0.0014,0.0002,-0.0242,0.0048,0.2333
252986,1.0000,0.0012,-0.0014,0.0002,-0.0073,-0.0042,0.2488
253153,1.0000,0.0012,-0.0014,0.0002,-0.0021,-0.0032,0.2133
253320,1.0000,0.0012,-0.0014,0.0002,-0.0090,-0.0222,0.2349
253487,1.0000,0.0012,-0.0014,0.0002,-0.0125,0.0064,0.2590
253653,1.0000,0.0012,-0.0014,0.0002,-0.0058,-0.0043,0.2330
253820,1.0000,0.0012,-0.0014,0.0002,-0.0216,0.0188,0.2331
253987,1.0000,0.0012,-0.0014,0.0002,0.0012,0.0039,0.2203
254153,1.0000,0.0012,-0.0014,0.0002,-0.0082,0.0022,0.2308
254320,1.0000,0.0012,-0.0014,0.0002,-0.0118,0.0015,0.2375
254487,1.0000,0.0012,-0.0014,0.0002,-0.0041,-0.0113,0.2293
254653,1.0000,0.0012,-0.0014,0.0002,-0.0000,0.0094,0.2421
254820,1.0000,0.0012,-0.0014,0.0002,0.0035,0.0058,0.2633
254987,1.0000,0.0012,-0.0014,0.0002,-0.0054,0.0013,0.2408
255153,1.0000,0.0012,-0.0014,0.0002,-0.0109,0.0057,0.2372
255320,1.0000,0.0012,-0.0014,0.0002,-0.0136,-0.0018,0.2276
255487,1.0000,0.0012,-0.0014,0.0002,-0.0001,-0.0012,0.2634
255653,1.0000,0.0012,-0.0014,0.0002,0.0007,0.0138,0.2363
255820,1.0000,0.0012,-0.0014,0.0002,0.0004,0.0034,0.2680
255987,1.0000,0.0012,-0.0014,0.0002,-0.0176,0.0095,0.2339
256153,1.0000,0.0012,-0.0014,0.0002,-0.0019,-0.0118,0.2288
256320,1.0000,0.0012,-0.0014,0.0002,-0.0071,-0.0018,0.2535
256487,1.0000,0.0012,-0.0014,0.0002,-0.0008,-0.0070,0.2499
256653,1.0000,0.0012,-0.0014,0.0002,-0.0068,-0.0108,0.2324
256820,1.0000,0.0012,-0.0014,0.0002,0.0012,-0.0068,0.2423
256987,1.0000,0.0012,-0.0014,0.0002,-0.0011,0.0060,0.2475
257153,1.0000,0.0012,-0.0014,0.0002,0.0023,-0.0096,0.2399
257320,1.0000,0.0012,-0.0014,0.0002,0.0022,0.0084,0.2483
257487,1.0000,0.0012,-0.0014,0.0002,-0.0066,-0.0019,0.2402
257653,1.0000,0.0012,-0.0014,0.0002,-0.0036,0.0007,0.2663
257820,1.0000,0.0012,-0.0014,0.0002,-0.0068,-0.0035,0.2495
257987,1.0000,0.0012,-0.0014,0.0002,-0.0073,0.0062,0.2445
258153,0.9688,0.0015,-0.0011,0.2479,-0.0117,-0.0023,0.2600
258320,0.9688,0.0016,-0.0010,0.2480,-0.0131,0.0049,0.2599
258487,0.9688,0.0016,-0.0010,0.2480,-0.0000,-0.0025,0.2559
258653,0.9688,0.0016,-0.0010,0.2480,0.0000,-0.0076,0.2471
258820
258987
