DeviceTag: Movella DOT,FirmwareVersion: 3.0.0,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Custom Modes - Custom Mode 1,StartTime: 2025-12-02 16:02:11.979,Â© Movella Technologies B.V. 2005-2025
6272197,-1.9064,0.9697,-0.5820,0.9939,0.0003,-0.0031,0.1102,-0.0076,-0.3509,12.6585,-0.0011,-0.0022,0.2374
6272364,-1.9806,0.8941,-0.6432,0.9939,0.0003,-0.0031,0.1102,-0.0082,-0.3511,12.6584,-0.0046,-0.0147,0.2248
6272531,-1.8841,0.9795,-0.6380,0.9939,0.0003,-0.0030,0.1102,-0.0073,-0.3499,12.6579,-0.0030,-0.0022,0.2210
6272697,-1.9415,0.9136,-0.5967,0.9939,0.0003,-0.0030,0.1102,-0.0072,-0.3498,12.6581,-0.0129,-0.0012,0.2405
6272864,-1.9420,0.9176,-0.6668,0.9939,0.0003,-0.0030,0.1102,-0.0072,-0.3497,12.6577,-0.0004,-0.0078,0.2417
6273031,-1.9866,0.8772,-0.5005,0.9939,0.0003,-0.0030,0.1103,-0.0080,-0.3502,12.6603,0.0136,0.0130,0.2331
6273197,-1.8939,0.9216,-0.5740,0.9939,0.0003,-0.0030,0.1103,-0.0072,-0.3499,12.6604,0.0230,0.0020,0.2432
6273364,-1.9960,0.8713,-0.6197,0.9939,0.0003,-0.0030,0.1103,-0.0081,-0.3505,12.6601,-0.0028,0.0029,0.2306
6273531,-1.9872,0.8642,-0.6304,0.9939,0.0003,-0.0031,0.1103,-0.0088,-0.3513,12.6596,-0.0030,-0.0065,0.2304
6273697,-1.9321,0.8995,-0.5646,0.9939,0.0003,-0.0031,0.1103,-0.0086,-0.3514,12.6601,-0.0167,0.0051,0.2555
6273864,-1.9072,0.9640,-0.5369,0.9939,0.0003,-0.0030,0.1103,-0.0080,-0.3505,12.6610,-0.0119,0.0095,0.2500
6274031,-1.9352,0.8270,-0.6333,0.9939,0.0003,-0.0031,0.1103,-0.0079,-0.3518,12.6596,0.0014,-0.0001,0.2475
6274197,-1.9019,0.9365,-0.6026,0.9939,0.0003,-0.0031,0.1102,-0.0072,-0.3513,12.6594,-0.0032,0.0015,0.2396
6274364,-1.9281,0.8840,-0.5858,0.9939,0.0003,-0.0031,0.1103,-0.0070,-0.3517,12.6603,0.0023,0.0064,0.2454
6274531,-1.8939,0.9330,-0.5252,0.9939,0.0003,-0.0031,0.1103,-0.0062,-0.3512,12.6609,-0.0013,-0.0149,0.2327
6274697,-1.8506,0.9578,-0.5885,0.9939,0.0003,-0.0030,0.1103,-0.0047,-0.3504,12.6603,-0.0040,-0.0023,0.2422
6274864,-1.9078,0.9527,-0.5335,0.9939,0.0003,-0.0030,0.1103,-0.0041,-0.3496,12.6606,0.0006,-0.0059,0.2567
6275031,-1.9390,0.9477,-0.5413,0.9939,0.0003,-0.0030,0.1103,-0.0041,-0.3489,12.6611,-0.0064,-0.0248,0.2363
6275197,-1.9430,0.8544,-0.6219,0.9939,0.0003,-0.0030,0.1103,-0.0041,-0.3498,12.6606,0.0008,-0.0108,0.2592
6275364,-1.9608,0.9350,-0.5740,0.9939,0.0003,-0.0030,0.1103,-0.0044,-0.3493,12.6613,0.0016,-0.0021,0.2259
6275531,-1.9499,0.9132,-0.6046,0.9939,0.0003,-0.0030,0.1103,-0.0046,-0.3492,12.6614,0.0013,0.0011,0.2333
6275697,-1.9369,0.8916,-0.5851,0.9939,0.0003,-0.0030,0.1103,-0.0045,-0.3495,12.6603,0.0090,0.0017,0.2422
6275864,-1.9130,0.9883,-0.5592,0.9939,0.0003,-0.0030,0.1103,-0.0040,-0.3481,12.6609,-0.0067,-0.0020,0.2452
6276031,-1.8971,1.0141,-0.5834,0.9939,0.0003,-0.0030,0.1103,-0.0033,-0.3463,12.6619,0.0026,-0.0075,0.2406
6276197,-1.9115,0.9315,-0.5879,0.9939,0.0003,-0.0030,0.1103,-0.0028,-0.3459,12.6620,-0.0042,-0.0024,0.2244
6276364,-1.8804,0.9574,-0.5447,0.9939,0.0003,-0.0030,0.1103,-0.0018,-0.3450,12.6634,-0.0120,-0.0156,0.2496
6276531,-1.8951,0.8362,-0.6462,0.9939,0.0003,-0.0030,0.1103,-0.0010,-0.3462,12.6630,0.0017,0.0006,0.2133
6276697,-1.9242,0.8870,-0.5884,0.9939,0.0003,-0.0030,0.1103,-0.0008,-0.3465,12.6630,0.0110,-0.0095,0.2480
6276864,-1.8975,0.8681,-0.6596,0.9939,0.0003,-0.0030,0.1103,-0.0000,-0.3471,12.6622,-0.0010,-0.0039,0.2395
6277031,-1.8830,0.9426,-0.6204,0.9939,0.0003,-0.0030,0.1103,0.0009,-0.3465,12.6621,-0.0070,0.0075,0.2609
6277198,-1.9166,0.9519,-0.5692,0.9939,0.0003,-0.0030,0.1103,0.0013,-0.3457,12.6620,0.0025,0.0040,0.2351
6277364,-1.9345,0.9775,-0.6232,0.9939,0.0003,-0.0030,0.1103,0.0014,-0.3445,12.6611,0.0096,0.0047,0.2507
6277531,-1.9416,0.9317,-0.6048,0.9939,0.0003,-0.0030,0.1103,0.0014,-0.3441,12.6611,-0.0005,-0.0155,0.2425
6277698,-1.8958,0.9060,-0.5877,0.9939,0.0003,-0.0030,0.1103,0.0021,-0.3441,12.6611,-0.0027,-0.0054,0.2320
6277864,-1.9421,0.9270,-0.6656,0.9939,0.0003,-0.0030,0.1103,0.0021,-0.3438,12.6604,-0.0110,0.0019,0.2190
6278031,-1.9074,0.9077,-0.5714,0.9939,0.0004,-0.0030,0.1103,0.0027,-0.3437,12.6608,0.0075,-0.0099,0.2173
6278198,-1.9090,0.8993,-0.6202,0.9939,0.0004,-0.0030,0.1103,0.0032,-0.3438,12.6600,0.0057,-0.0093,0.2055
6278364,-1.9111,0.8850,-0.5662,0.9939,0.0004,-0.0030,0.1103,0.0037,-0.3442,12.6615,-0.0011,-0.0089,0.2429
6278531,-1.9142,0.8588,-0.6598,0.9939,0.0004,-0.0030,0.1103,0.0041,-0.3449,12.6601,0.0041,-0.0038,0.2118
6278698,-1.9090,0.9881,-0.6863,0.9939,0.0004,-0.0030,0.1102,0.0046,-0.3436,12.6594,0.0093,0.0053,0.2593
6278864,-1.9192,0.9914,-0.6459,0.9939,0.0004,-0.0030,0.1102,0.0050,-0.3421,12.6583,0.0112,-0.0112,0.2289
6279031,-1.8935,0.9690,-0.6063,0.9939,0.0004,-0.0030,0.1102,0.0057,-0.3411,12.6579,-0.0109,-0.0076,0.2564
6279198,-1.9551,0.9212,-0.6164,0.9939,0.0004,-0.0030,0.1102,0.0055,-0.3408,12.6570,-0.0053,-0.0107,0.2419
6279364,-1.8610,0.8316,-0.6432,0.9939,0.0004,-0.0030,0.1102,0.0068,-0.3421,12.6558,0.0007,-0.0149,0.2252
6279531,-1.9513,0.8937,-0.6915,0.9939,0.0004,-0.0030,0.1102,0.0066,-0.3423,12.6540,-0.0106,-0.0048,0.2416
6279698,-1.9444,0.9059,-0.6480,0.9939,0.0004,-0.0030,0.1102,0.0065,-0.3422,12.6534,0.0023,-0.0078,0.2378
6279864,-1.9469,0.9399,-0.6331,0.9939,0.0004,-0.0030,0.1102,0.0064,-0.3417,12.6534,0.0077,0.0022,0.2561
6280031,-1.9929,0.8320,-0.5527,0.9939,0.0004,-0.0030,0.1102,0.0055,-0.3429,12.6537,0.0076,-0.0094,0.2382
6280198,-1.9700,0.8993,-0.6238,0.9939,0.0004,-0.0030,0.1102,0.0050,-0.3430,12.6531,0.0203,0.0056,0.2057
6280364,-1.9708,0.9394,-0.6452,0.9939,0.0004,-0.0030,0.1102,0.0045,-0.3424,12.6525,0.0012,0.0155,0.2549
6280531,-1.9636,0.7697,-0.6136,0.9939,0.0004,-0.0030,0.1102,0.0041,-0.3447,12.6524,-0.0016,-0.0052,0.2192
6280698,-1.9460,0.8802,-0.5491,0.9939,0.0004,-0.0030,0.1102,0.0039,-0.3451,12.6537,0.0018,-0.0095,0.2238
6280864,-1.9899,0.8094,-0.6364,0.9939,0.0004,-0.0030,0.1102,0.0031,-0.3467,12.6530,-0.0091,-0.0193,0.2503
6281031,-2.0019,0.8065,-0.6993,0.9939,0.0004,-0.0030,0.1102,0.0021,-0.3484,12.6513,-0.0059,-0.0034,0.2212
6281198,-2.0101,0.7774,-0.6579,0.9939,0.0003,-0.0030,0.1102,0.0009,-0.3505,12.6507,-0.0105,-0.0052,0.2116
6281364,-2.0303,0.7129,-0.6481,0.9939,0.0003,-0.0031,0.1102,-0.0006,-0.3537,12.6497,-0.0121,-0.0028,0.2515
6281531,-2.0789,0.8831,-0.6226,0.9939,0.0003,-0.0031,0.1102,-0.0030,-0.3541,12.6497,0.0160,-0.0115,0.2417
6281698,-2.0470,0.8372,-0.5525,0.9939,0.0003,-0.0031,0.1102,-0.0048,-0.3552,12.6508,-0.0005,0.0048,0.2517
6281864,-2.1141,0.7827,-0.6085,0.9939,0.0003,-0.0031,0.1102,-0.0077,-0.3572,12.6495,-0.0051,0.0063,0.2521
6282031,-2.1220,0.7307,-0.6108,0.9939,0.0003,-0.0031,0.1102,-0.0107,-0.3601,12.6495,-0.0056,0.0002,0.2514
6282198,-2.1416,0.8276,-0.6028,0.9939,0.0002,-0.0031,0.1102,-0.0141,-0.3614,12.6498,-0.0016,0.0074,0.2395
6282364,-2.1020,0.7206,-0.5716,0.9939,0.0002,-0.0032,0.1102,-0.0168,-0.3645,12.6498,-0.0103,-0.0015,0.2298
6282531,-2.1268,0.8117,-0.5592,0.9939,0.0002,-0.0032,0.1102,-0.0200,-0.3661,12.6507,-0.0047,-0.0196,0.2214
6282698,-2.0818,0.8988,-0.5531,0.9939,0.0002,-0.0032,0.1102,-0.0224,-0.3662,12.6514,0.0026,-0.0201,0.2353
6282864,-1.9222,0.8175,-0.5296,0.9939,0.0002,-0.0032,0.1102,-0.0221,-0.3676,12.6529,0.0107,-0.0135,0.2267
6283031,-2.0951,0.8536,-0.6464,0.9939,0.0001,-0.0032,0.1102,-0.0247,-0.3685,12.6520,0.0065,0.0060,0.2436
6283198,-1.9449,0.8408,-0.5692,0.9939,0.0001,-0.0032,0.1102,-0.0248,-0.3695,12.6524,0.0072,0.0029,0.2412
6283364,-1.8894,0.8432,-0.6190,0.9939,0.0001,-0.0032,0.1102,-0.0240,-0.3706,12.6525,0.0003,-0.0019,0.2302
6283531,-1.9486,0.9520,-0.6860,0.9939,0.0001,-0.0032,0.1102,-0.0241,-0.3698,12.6507,-0.0126,-0.0180,0.2534
6283698,-1.8480,0.8715,-0.5985,0.9939,0.0002,-0.0032,0.1102,-0.0226,-0.3703,12.6513,0.0063,-0.0208,0.2225
6283864,-1.9259,0.9806,-0.5808,0.9939,0.0002,-0.0032,0.1102,-0.0224,-0.3691,12.6515,0.0019,-0.0025,0.2472
6284031,-1.9070,0.8910,-0.5782,0.9939,0.0002,-0.0032,0.1102,-0.0219,-0.3693,12.6523,-0.0124,-0.0144,0.2048
6284198,-1.9720,0.8555,-0.6057,0.9939,0.0002,-0.0032,0.1102,-0.0225,-0.3701,12.6523,-0.0157,0.0038,0.2378
6284364,-1.9221,0.8706,-0.5704,0.9939,0.0002,-0.0032,0.1102,-0.0222,-0.3707,12.6523,0.0169,-0.0029,0.2298
6284531,-2.0010,0.8927,-0.5909,0.9939,0.0002,-0.0032,0.1102,-0.0233,-0.3709,12.6524,0.0054,0.0053,0.2535
6284698,-1.9659,0.8631,-0.5440,0.9939,0.0002,-0.0032,0.1102,-0.0237,-0.3716,12.6536,0.0025,-0.0006,0.2550
6284864,-1.8986,0.8723,-0.6433,0.9939,0.0002,-0.0032,0.1102,-0.0231,-0.3721,12.6521,-0.0013,0.0025,0.2370
6285031,-1.9799,0.9097,-0.6120,0.9939,0.0002,-0.0032,0.1102,-0.0238,-0.3720,12.6512,-0.0029,0.0026,0.2346
6285198,-2.0278,0.9694,-0.6122,0.9939,0.0001,-0.0032,0.1102,-0.0252,-0.3709,12.6513,-0.0085,-0.0090,0.2167
6285364,-1.9739,0.9524,-0.6760,0.9939,0.0001,-0.0032,0.1102,-0.0258,-0.3701,12.6504,-0.0021,-0.0094,0.2400
6285531,-1.9603,0.9009,-0.5622,0.9939,0.0001,-0.0032,0.1102,-0.0262,-0.3702,12.6513,0.0034,-0.0173,0.2546
6285698,-1.9441,0.8280,-0.6022,0.9939,0.0001,-0.0032,0.1102,-0.0263,-0.3715,12.6511,-0.0043,-0.0196,0.2220
6285864,-1.9133,0.9009,-0.5927,0.9939,0.0001,-0.0032,0.1102,-0.0259,-0.3715,12.6519,0.0072,-0.0078,0.2406
6286031,-1.9010,0.8490,-0.5972,0.9939,0.0001,-0.0033,0.1102,-0.0253,-0.3725,12.6518,-0.0005,-0.0007,0.2470
6286198,-1.9218,0.8866,-0.5026,0.9939,0.0001,-0.0033,0.1102,-0.0250,-0.3728,12.6534,-0.0105,0.0076,0.2458
6286364,-1.9573,0.9097,-0.6634,0.9939,0.0001,-0.0033,0.1102,-0.0253,-0.3727,12.6525,-0.0062,-0.0059,0.2460
6286531,-1.9959,0.8964,-0.6244,0.9939,0.0001,-0.0033,0.1102,-0.0263,-0.3728,12.6517,-0.0071,-0.0094,0.2354
6286698,-1.9975,0.8761,-0.6017,0.9939,0.0001,-0.0033,0.1102,-0.0273,-0.3733,12.6521,-0.0140,0.0034,0.2349
6286864,-1.8855,0.9177,-0.5853,0.9939,0.0001,-0.0033,0.1102,-0.0264,-0.3730,12.6529,-0.0113,-0.0104,0.2420
6287031,-1.9997,0.9010,-0.5530,0.9939,0.0001,-0.0033,0.1102,-0.0274,-0.3731,12.6531,-0.0050,-0.0188,0.2371
6287198,-2.0000,0.8763,-0.6297,0.9939,0.0001,-0.0033,0.1102,-0.0285,-0.3736,12.6521,-0.0032,-0.0089,0.2192
6287364,-1.9325,0.9675,-0.6078,0.9939,0.0001,-0.0033,0.1102,-0.0284,-0.3725,12.6526,-0.0012,-0.0093,0.2542
6287531,-1.9291,0.9046,-0.5427,0.9939,0.0001,-0.0033,0.1102,-0.0282,-0.3725,12.6536,-0.0081,-0.0021,0.2159
6287698,-1.9305,0.8919,-0.5890,0.9939,0.0001,-0.0033,0.1102,-0.0281,-0.3727,12.6528,0.0021,0.0011,0.2081
6287864,-1.9591,0.8834,-0.5887,0.9939,0.0001,-0.0033,0.1102,-0.0285,-0.3730,12.6526,-0.0012,-0.0166,0.2168
6288031,-1.9317,0.8797,-0.5565,0.9939,0.0001,-0.0033,0.1102,-0.0284,-0.3734,12.6532,0.0006,-0.0001,0.2288
6288198,-1.9289,0.8037,-0.5529,0.9939,0.0001,-0.0033,0.1102,-0.0282,-0.3751,12.6538,-0.0154,-0.0094,0.2521
6288364,-1.9377,0.8961,-0.5665,0.9939,0.0001,-0.0033,0.1102,-0.0282,-0.3752,12.6545,-0.0011,-0.0197,0.1909
6288531,-1.9067,0.9401,-0.6873,0.9939,0.0001,-0.0033,0.1102,-0.0277,-0.3746,12.6533,0.0009,0.0032,0.2273
6288698,-1.9324,0.8834,-0.5432,0.9939,0.0001,-0.0033,0.1102,-0.0276,-0.3750,12.6541,-0.0024,0.0067,0.2162
6288864,-1.8476,1.0015,-0.5485,0.9939,0.0001,-0.0033,0.1102,-0.0261,-0.3733,12.6550,0.0043,0.0042,0.2618
6289031,-1.9777,0.7866,-0.5618,0.9939,0.0001,-0.0033,0.1102,-0.0268,-0.3753,12.6556,-0.0058,0.0191,0.2401
6289198,-1.8755,0.9423,-0.6211,0.9939,0.0001,-0.0033,0.1102,-0.0258,-0.3746,12.6554,0.0010,-0.0039,0.1981
6289364,-1.9259,0.8636,-0.5358,0.9939,0.0001,-0.0033,0.1102,-0.0256,-0.3753,12.6568,-0.0050,-0.0214,0.2252
6289531,-1.8104,0.9625,-0.5898,0.9939,0.0002,-0.0033,0.1102,-0.0234,-0.3743,12.6570,-0.0057,-0.0026,0.2644
6289698,-1.8519,0.9758,-0.5883,0.9939,0.0002,-0.0033,0.1102,-0.0220,-0.3731,12.6566,-0.0133,-0.0071,0.2384
6289864,-1.9109,0.8475,-0.5579,0.9939,0.0002,-0.0033,0.1102,-0.0216,-0.3741,12.6577,-0.0042,0.0152,0.2448
6290031,-1.9430,0.9064,-0.6049,0.9939,0.0002,-0.0033,0.1102,-0.0216,-0.3740,12.6578,-0.0179,-0.0085,0.2537
6290198,-1.9319,0.8391,-0.6161,0.9939,0.0002,-0.0033,0.1102,-0.0215,-0.3751,12.6570,0.0059,-0.0059,0.2386
6290364,-1.9305,0.8059,-0.6316,0.9939,0.0002,-0.0033,0.1102,-0.0214,-0.3767,12.6560,0.0038,0.0034,0.2279
6290531,-1.9773,0.8046,-0.6172,0.9939,0.0002,-0.0033,0.1102,-0.0221,-0.3784,12.6549,0.0102,0.0115,0.2715
6290698,-1.8700,0.9208,-0.5662,0.9939,0.0002,-0.0033,0.1102,-0.0209,-0.3781,12.6554,-0.0084,-0.0109,0.2572
6290864,-2.0282,0.9363,-0.5935,0.9939,0.0002,-0.0033,0.1102,-0.0224,-0.3775,12.6558,-0.0047,0.0011,0.2310
6291031,-2.0034,0.8231,-0.5879,0.9939,0.0002,-0.0033,0.1102,-0.0235,-0.3789,12.6568,-0.0137,-0.0129,0.2554
6291198,-2.0229,0.8811,-0.6235,0.9939,0.0001,-0.0033,0.1102,-0.0249,-0.3793,12.6563,-0.0023,-0.0078,0.2378
6291364,-1.9501,0.8582,-0.6372,0.9939,0.0001,-0.0033,0.1102,-0.0251,-0.3800,12.6554,-0.0206,-0.0231,0.2274
6291531,-1.9183,0.9615,-0.6138,0.9939,0.0001,-0.0033,0.1102,-0.0248,-0.3790,12.6551,-0.0211,-0.0143,0.2190
6291698,-1.9827,0.8582,-0.6077,0.9939,0.0001,-0.0033,0.1102,-0.0256,-0.3798,12.6552,-0.0047,-0.0083,0.2222
6291864,-1.9231,0.9295,-0.6304,0.9939,0.0001,-0.0033,0.1102,-0.0253,-0.3794,12.6545,-0.0010,0.0008,0.2470
6292031,-1.8481,0.8755,-0.6620,0.9939,0.0002,-0.0033,0.1102,-0.0238,-0.3798,12.6531,0.0034,-0.0023,0.2519
6292198,-1.9629,0.9598,-0.5341,0.9939,0.0002,-0.0033,0.1102,-0.0242,-0.3789,12.6535,-0.0065,-0.0020,0.2646
6292364,-1.9937,0.8799,-0.5965,0.9939,0.0001,-0.0033,0.1102,-0.0252,-0.3793,12.6540,-0.0140,-0.0034,0.2452
6292531,-1.9464,0.8857,-0.5958,0.9939,0.0001,-0.0033,0.1102,-0.0253,-0.3796,12.6540,-0.0159,-0.0174,0.2383
6292698,-1.9926,0.9588,-0.5499,0.9939,0.0001,-0.0033,0.1102,-0.0262,-0.3786,12.6550,0.0014,-0.0006,0.2492
6292864,-1.9211,0.8888,-0.6284,0.9939,0.0001,-0.0033,0.1102,-0.0259,-0.3789,12.6543,-0.0163,-0.0082,0.2495
6293031,-1.9791,0.8552,-0.6845,0.9939,0.0001,-0.0033,0.1102,-0.0266,-0.3797,12.6529,-0.0020,0.0036,0.2230
6293198,-1.8885,0.9525,-0.5976,0.9939,0.0001,-0.0033,0.1102,-0.0258,-0.3788,12.6531,0.0058,-0.0308,0.2730
6293364,-1.9407,0.9532,-0.6465,0.9939,0.0001,-0.0033,0.1102,-0.0258,-0.3780,12.6520,-0.0018,0.0100,0.1972
6293531,-1.9354,0.9060,-0.6274,0.9939,0.0001,-0.0033,0.1102,-0.0258,-0.3780,12.6521,0.0030,-0.0082,0.2475
6293698,-2.0051,0.8207,-0.7021,0.9939,0.0001,-0.0033,0.1102,-0.0269,-0.3793,12.6506,-0.0205,-0.0006,0.2248
6293865,-1.9723,0.8823,-0.6434,0.9939,0.0001,-0.0033,0.1102,-0.0275,-0.3797,12.6501,-0.0086,-0.0184,0.2407
6294031,-1.9931,0.9056,-0.5994,0.9939,0.0001,-0.0033,0.1102,-0.0284,-0.3796,12.6501,-0.0058,-0.0105,0.2404
6294198,-1.8636,0.9846,-0.5801,0.9939,0.0001,-0.0033,0.1102,-0.0272,-0.3783,12.6506,-0.0202,-0.0125,0.2228
6294365,-1.9310,0.9033,-0.5347,0.9939,0.0001,-0.0033,0.1102,-0.0271,-0.3783,12.6517,-0.0022,-0.0066,0.2182
6294531,-1.9690,0.9034,-0.5414,0.9939,0.0001,-0.0033,0.1102,-0.0276,-0.3782,12.6527,-0.0181,-0.0041,0.2381
6294698,-1.9921,0.8709,-0.6375,0.9939,0.0001,-0.0033,0.1102,-0.0285,-0.3788,12.6516,0.0146,0.0125,0.2309
6294865,-1.9345,0.8874,-0.5808,0.9939,0.0001,-0.0033,0.1102,-0.0285,-0.3790,12.6522,0.0132,0.0015,0.2492
6295031,-1.9279,0.9533,-0.6086,0.9939,0.0001,-0.0033,0.1102,-0.0283,-0.3782,12.6524,-0.0154,0.0001,0.2579
6295198,-1.9524,0.8838,-0.6180,0.9939,0.0001,-0.0033,0.1102,-0.0285,-0.3785,12.6527,-0.0129,0.0050,0.2203
6295365,-1.8629,0.9587,-0.6039,0.9939,0.0001,-0.0033,0.1102,-0.0273,-0.3776,12.6530,-0.0109,-0.0051,0.2118
6295531,-1.9648,0.9663,-0.6431,0.9939,0.0001,-0.0033,0.1102,-0.0277,-0.3765,12.6522,-0.0100,0.0014,0.2663
6295698,-1.9180,0.9205,-0.5832,0.9939,0.0001,-0.0033,0.1102,-0.0274,-0.3762,12.6526,-0.0069,0.0001,0.2300
6295865,-1.9611,0.8265,-0.6061,0.9939,0.0001,-0.0033,0.1102,-0.0278,-0.3775,12.6529,-0.0066,-0.0100,0.2706
6296031,-1.9152,0.9449,-0.6405,0.9939,0.0001,-0.0033,0.1102,-0.0274,-0.3768,12.6522,0.0135,-0.0008,0.2508
6296198,-1.9421,0.8766,-0.5609,0.9939,0.0001,-0.0033,0.1102,-0.0275,-0.3772,12.6529,-0.0113,0.0052,0.2258
6296365,-1.9276,0.8620,-0.5883,0.9939,0.0001,-0.0033,0.1102,-0.0273,-0.3779,12.6532,0.0043,-0.0005,0.2413
6296531,-1.8527,0.9705,-0.6319,0.9939,0.0001,-0.0033,0.1102,-0.0259,-0.3768,12.6525,-0.0178,0.0059,0.2442
6296698,-1.9391,0.9179,-0.6647,0.9939,0.0001,-0.0033,0.1102,-0.0259,-0.3765,12.6513,-0.0059,-0.0139,0.2104
6296865,-1.9143,0.8551,-0.6027,0.9939,0.0001,-0.0033,0.1102,-0.0255,-0.3773,12.6510,-0.0010,-0.0015,0.2419
6297031,-1.9098,0.9197,-0.5844,0.9939,0.0001,-0.0033,0.1102,-0.0250,-0.3770,12.6509,-0.0156,0.0031,0.2068
